"V1","V2","V3","V4","V5","V6","V7","V8"
1,-0.000946000000000014,2873,0,-2.54500000047062e-05,2.90798419528789e-07,-7.88918619007203e-10,9.48631488389341e-13
1,-0.000946000000000014,2873,0,-2.54500000047169e-05,2.90798417654383e-07,-7.88960148074458e-10,9.48708422824643e-13
1,-0.000946000000000014,2873,0,-2.54500000047275e-05,2.90798415787069e-07,-7.88999192624044e-10,9.48785708393678e-13
1,-0.000946000000000014,2873,0,-2.54500000047381e-05,2.90798413925539e-07,-7.89036218358209e-10,9.48863278226435e-13
1,-0.000946000000000014,2873,0,-2.54500000047487e-05,2.90798412068731e-07,-7.89071603619785e-10,9.48941077996883e-13
1,-0.000946000000000014,2873,0,-2.54500000047593e-05,2.90798410215782e-07,-7.8910565577963e-10,9.49019063569888e-13
1,-0.000946000000000014,2873,0,-2.54500000047699e-05,2.9079840836599e-07,-7.89138624550013e-10,9.49097199089534e-13
0.435607393129846,-0.000946000000000014,2873,0,-2.54500000047805e-05,2.90798406518785e-07,-7.89170712800581e-10,9.49175455426063e-13
0.532608547085771,-0.000946000000000014,2873,0,-2.54500000047964e-05,2.90798401167948e-07,-7.90980227870726e-10,9.48928602736201e-13
0.513951570775525,-0.000946000000000014,2873,0,-2.54500000048128e-05,2.90798395850874e-07,-7.92719252559275e-10,9.48699618991696e-13
0.515926652960329,-0.000946000000000014,2873,0,-2.54500000048284e-05,2.90798390774608e-07,-7.94384829999718e-10,9.48479553650692e-13
0.512410308257723,-0.000946000000000014,2873,0,-2.54500000048433e-05,2.90798385932233e-07,-7.95965848727621e-10,9.48271798983806e-13
0.509980577930519,-0.000946000000000014,2873,0,-2.54500000048576e-05,2.90798381302391e-07,-7.97473462566316e-10,9.48074283499622e-13
0.506848870101742,-0.000946000000000014,2873,0,-2.54500000048713e-05,2.9079837687285e-07,-7.98911315502276e-10,9.47886578253015e-13
0.5037494519147,-0.000946000000000014,2873,0,-2.54500000048845e-05,2.90798372627968e-07,-8.00285414315997e-10,9.47707762738045e-13
0.500485196933982,-0.000946000000000014,2873,0,-2.54500000048972e-05,2.90798368555047e-07,-8.01600246789211e-10,9.47537197106891e-13
0.497213830416583,-0.000946000000000014,2873,0,-2.54500000049094e-05,2.90798364641463e-07,-8.02860396965947e-10,9.4737421127925e-13
0.493913027207873,-0.000946000000000014,2873,0,-2.54500000049211e-05,2.90798360876097e-07,-8.04069813109155e-10,9.4721823975311e-13
0.49063637678837,-0.000946000000000014,2873,0,-2.54500000049325e-05,2.90798357248524e-07,-8.05232209782927e-10,9.47068748772205e-13
0.48738461781996,-0.000946000000000014,2873,0,-2.54500000049435e-05,2.90798353749381e-07,-8.06350891076974e-10,9.46925267920116e-13
0.484181050249143,-0.000946000000000014,2873,0,-2.54500000049541e-05,2.90798350370028e-07,-8.07428901952806e-10,9.46787364003149e-13
0.481027807222092,-0.000946000000000014,2873,0,-2.54500000049644e-05,2.90798347102652e-07,-8.08468981206173e-10,9.46654649604906e-13
0.477936085653622,-0.000946000000000014,2873,0,-2.54500000049743e-05,2.90798343940071e-07,-8.09473640209332e-10,9.46526770046352e-13
0.474906430047974,-0.000946000000000014,2873,0,-2.5450000004984e-05,2.90798340875761e-07,-8.1044515181416e-10,9.46403405688802e-13
0.471944284726024,-0.000946000000000014,2873,0,-2.54500000049934e-05,2.90798337903725e-07,-8.11385600645491e-10,9.46284263855905e-13
0.469048686736544,-0.000946000000000014,2873,0,-2.54500000050026e-05,2.90798335018492e-07,-8.12296882180668e-10,9.46169079346794e-13
0.466222130251672,-0.000946000000000014,2873,0,-2.54500000050115e-05,2.90798332215024e-07,-8.13180739059815e-10,9.46057608719101e-13
0.46346259945972,-0.000946000000000014,2873,0,-2.54500000050201e-05,2.90798329488708e-07,-8.14038762099175e-10,9.45949630412511e-13
0.460771075478927,-0.000946000000000014,2873,0,-2.54500000050286e-05,2.90798326835281e-07,-8.14872418829367e-10,9.45844940305671e-13
0.458144836933949,-0.000946000000000014,2873,0,-2.54500000050368e-05,2.90798324250829e-07,-8.15683053435129e-10,9.45743351957775e-13
0.455584181466408,-0.000946000000000014,2873,0,-2.54500000050449e-05,2.90798321731723e-07,-8.16471910982378e-10,9.45644692852852e-13
0.453085858331974,-0.000946000000000014,2873,0,-2.54500000050527e-05,2.9079831927462e-07,-8.17240134863332e-10,9.45548804999352e-13
0.450650038273863,-0.000946000000000014,2873,0,-2.54500000050604e-05,2.90798316876408e-07,-8.17988789234769e-10,9.45455541447474e-13
0.448272941257713,-0.000946000000000014,2873,0,-2.54500000050679e-05,2.90798314534214e-07,-8.18718852769452e-10,9.45364767446454e-13
0.4459550908962,-0.000946000000000014,2873,0,-2.54500000050752e-05,2.90798312245351e-07,-8.19431241780231e-10,9.45276356837255e-13
0.443691964846981,-0.000946000000000014,2873,0,-2.54500000050824e-05,2.9079831000734e-07,-8.20126798492645e-10,9.45190194058052e-13
0.441485021204086,-0.000946000000000014,2873,0,-2.54500000050895e-05,2.90798307817841e-07,-8.20806318109875e-10,9.45106169894503e-13
0.439328443556366,-0.000946000000000014,2873,0,-2.54500000050964e-05,2.90798305674705e-07,-8.21470528265379e-10,9.45024184869215e-13
0.437225574208505,-0.000946000000000014,2873,0,-2.54500000051031e-05,2.90798303575881e-07,-8.22120125396733e-10,9.44944143498591e-13
0.43516809084248,-0.000946000000000014,2873,0,-2.54500000051098e-05,2.90798301519501e-07,-8.22755738638549e-10,9.44865960138953e-13
0.43316307763109,-0.000946000000000014,2873,0,-2.54500000051163e-05,2.90798299503746e-07,-8.23377985752899e-10,9.44789550127786e-13
0.431197048966395,-0.000946000000000014,2873,0,-2.54500000051226e-05,2.90798297527002e-07,-8.23987407197684e-10,9.44714840347534e-13
0.429284854954367,-0.000946000000000014,2873,0,-2.54500000051289e-05,2.90798295587622e-07,-8.24584563129866e-10,9.44641753849965e-13
0.427401782742752,-0.000946000000000014,2873,0,-2.54500000051351e-05,2.90798293684241e-07,-8.25169905939167e-10,9.44570230150243e-13
0.425579797518988,-0.000946000000000014,2873,0,-2.54500000051411e-05,2.90798291815309e-07,-8.25743966826113e-10,9.44500195679238e-13
0.4237683892459,-0.000946000000000014,2873,0,-2.54500000051471e-05,2.9079828997975e-07,-8.26307092524656e-10,9.44431605524435e-13
0.422039686869227,-0.000946000000000014,2873,0,-2.54500000051529e-05,2.90798288175976e-07,-8.26859837679419e-10,9.44364381396718e-13
0.420280420115607,-0.000946000000000014,2873,0,-2.54500000051587e-05,2.90798286403351e-07,-8.27402382124277e-10,9.44298503731342e-13
0.418662962802024,-0.000946000000000014,2873,0,-2.54500000051644e-05,2.90798284659946e-07,-8.27935423908973e-10,9.44233870787292e-13
0.416912275557303,-0.000946000000000014,2873,0,-2.54500000051699e-05,2.90798282946009e-07,-8.28458797827975e-10,9.44170516446166e-13
0.415466297249854,-0.000946000000000014,2873,0,-2.54500000051754e-05,2.90798281258475e-07,-8.28973659371568e-10,9.4410826633153e-13
0.413608468924704,-0.000946000000000014,2873,0,-2.54500000051809e-05,2.90798279599776e-07,-8.29478984461344e-10,9.4404728845487e-13
0.412521845153296,-0.000946000000000014,2873,0,-2.54500000051862e-05,2.90798277963446e-07,-8.29977278830324e-10,9.43987195978194e-13
0.410215610299653,-0.000946000000000014,2873,0,-2.54500000051914e-05,2.90798276357983e-07,-8.30465126911708e-10,9.43928531125663e-13
0.410082372510674,-0.000946000000000014,2873,0,-2.54500000051966e-05,2.90798274766679e-07,-8.30949082294529e-10,9.43870272533024e-13
0.406249285032857,-0.000946000000000014,2873,0,-2.54500000052017e-05,2.90798273216238e-07,-8.31418554522748e-10,9.43814084671393e-13
0.4090196700005,-0.000946000000000014,2873,0,-2.54500000052068e-05,2.90798271657896e-07,-8.31892731905631e-10,9.43756969810915e-13
0.405659860763246,-0.00116947687407183,2873,0,-2.54500000052117e-05,2.90798270176426e-07,-8.32338173195147e-10,9.43704162373971e-13
0.392345098439635,-0.0013409042778778,2873,0,-2.54500000052153e-05,2.90798269120149e-07,-8.32637874521496e-10,9.43671518359145e-13
0.38305255057642,-0.00149031314750425,2873,0,-2.54500000052185e-05,2.90798268203025e-07,-8.32897036788815e-10,9.43643490459778e-13
0.374654339854674,-0.00162002451457184,2873,0,-2.54500000052212e-05,2.90798267420685e-07,-8.33114596120094e-10,9.43620580901165e-13
0.36758320817122,-0.00173513776429289,2873,0,-2.54500000052236e-05,2.90798266734183e-07,-8.33303425628806e-10,9.43601074449045e-13
0.361318719566094,-0.0018381393278491,2873,0,-2.54500000052257e-05,2.90798266127546e-07,-8.33468238586133e-10,9.4358442460221e-13
0.355815533161246,-0.0019312992965861,2873,0,-2.54500000052277e-05,2.90798265584725e-07,-8.33614098133549e-10,9.43569991573697e-13
0.350881733710022,-0.00201612958392319,2873,0,-2.54500000052294e-05,2.90798265095714e-07,-8.33744021598158e-10,9.43557415050638e-13
0.346455068365859,-0.00209391127917359,2873,0,-2.5450000005231e-05,2.90798264651746e-07,-8.33860715622889e-10,9.43546361942138e-13
0.34243721518885,-0.00216559611897837,2873,0,-2.54500000052325e-05,2.90798264246539e-07,-8.33966070205872e-10,9.43536607201847e-13
0.338781920668492,-0.00223199015883777,2873,0,-2.54500000052338e-05,2.90798263874686e-07,-8.34061732721289e-10,9.43527951586444e-13
0.335430245781393,-0.0022937261453509,2873,0,-2.54500000052351e-05,2.90798263532045e-07,-8.34148941163485e-10,9.43520248932666e-13
0.332349803638231,-0.00235134710134482,2873,0,-2.54500000052362e-05,2.90798263215026e-07,-8.3422877804657e-10,9.43513370088329e-13
0.329501870398817,-0.00240529382829995,2873,0,-2.54500000052373e-05,2.90798262920772e-07,-8.34302091136399e-10,9.43507215963068e-13
0.326863712595579,-0.00245595056896712,2873,0,-2.54500000052384e-05,2.90798262646772e-07,-8.34369630860961e-10,9.43501698063774e-13
0.324408219061037,-0.00250363624671732,2873,0,-2.54500000052393e-05,2.9079826239098e-07,-8.34431999828806e-10,9.43496746700874e-13
0.322119251308011,-0.00254863324723081,2873,0,-2.54500000052402e-05,2.90798262151569e-07,-8.34489739923506e-10,9.43492298629948e-13
0.319976846025347,-0.00259117947227565,2873,0,-2.54500000052411e-05,2.90798261927029e-07,-8.34543292690046e-10,9.43488303350488e-13
0.317969475968858,-0.00263148889330607,2873,0,-2.54500000052419e-05,2.90798261715985e-07,-8.34593062549453e-10,9.43484714091568e-13
0.316081760984419,-0.00266974342071997,2873,0,-2.54500000052426e-05,2.90798261517296e-07,-8.34639380991454e-10,9.43481493380710e-13
0.314305532444239,-0.00270610939783442,2873,0,-2.54500000052433e-05,2.90798261329901e-07,-8.34682558444364e-10,9.43478605598352e-13
0.312628388711081,-0.00274072872071865,2873,0,-2.5450000005244e-05,2.90798261152919e-07,-8.34722848497792e-10,9.43476022442527e-13
0.311044752560516,-0.00277373363884848,2873,0,-2.54500000052447e-05,2.90798260985511e-07,-8.34760495552623e-10,9.43473716042693e-13
0.309544100739084,-0.00280523656732598,2873,0,-2.54500000052453e-05,2.90798260826987e-07,-8.34795696163569e-10,9.43471664786314e-13
0.30812302424764,-0.00283534485057041,2873,0,-2.54500000052459e-05,2.90798260676669e-07,-8.3482864756827e-10,9.43469846264695e-13
0.306772027678363,-0.00286414852045278,2873,0,-2.54500000052465e-05,2.90798260534012e-07,-8.34859503024134e-10,9.43468243942734e-13
0.305489728425904,-0.00289173652821167,2873,0,-2.5450000005247e-05,2.90798260398454e-07,-8.34888426018467e-10,9.43466839244576e-13
0.30426688346142,-0.00291818133000173,2873,0,-2.54500000052475e-05,2.90798260269565e-07,-8.34915535436711e-10,9.43465619691169e-13
0.303104279952143,-0.0029435583490749,2873,0,-2.5450000005248e-05,2.90798260146866e-07,-8.34940971253951e-10,9.43464569282229e-13
0.301992066444172,-0.00296792562499043,2873,0,-2.54500000052485e-05,2.90798260030023e-07,-8.34964823306829e-10,9.43463679024149e-13
0.300933706946628,-0.00299134897947263,2873,0,-2.54500000052489e-05,2.90798259918611e-07,-8.34987216758368e-10,9.43462934396409e-13
0.299917593347919,-0.00301387385143241,2873,0,-2.54500000052494e-05,2.90798259812385e-07,-8.35008214537209e-10,9.43462329733403e-13
0.298950925681615,-0.00303556003178254,2873,0,-2.54500000052498e-05,2.90798259710947e-07,-8.35027935638811e-10,9.43461850861958e-13
0.298018585947882,-0.0030564408501728,2873,0,-2.54500000052502e-05,2.9079825961414e-07,-8.35046414703069e-10,9.43461495765541e-13
0.297133500489845,-0.00307657390677824,2873,0,-2.54500000052506e-05,2.90798259521566e-07,-8.35063774936123e-10,9.43461249199821e-13
0.296274123083284,-0.00309597926889174,2873,0,-2.54500000052509e-05,2.90798259433168e-07,-8.350800164343e-10,9.43461113805625e-13
0.295462763674478,-0.00311471733154489,2873,0,-2.54500000052513e-05,2.90798259348506e-07,-8.35095281468258e-10,9.43461071169814e-13
0.294666318351499,-0.00313279125475847,2873,0,-2.54500000052516e-05,2.90798259267664e-07,-8.35109521411689e-10,9.43461130740128e-13
0.293923236001634,-0.00315027183512902,2873,0,-2.5450000005252e-05,2.90798259190089e-07,-8.35122921762408e-10,9.43461267455901e-13
0.29317949546317,-0.00316713738204494,2873,0,-2.54500000052523e-05,2.90798259116081e-07,-8.35135356835446e-10,9.43461501780474e-13
0.292502356822326,-0.00318348206285806,2873,0,-2.54500000052526e-05,2.90798259044858e-07,-8.35147097975278e-10,9.43461795810475e-13
0.291799301585053,-0.00319924341226604,2873,0,-2.54500000052529e-05,2.9079825897709e-07,-8.35157887424546e-10,9.4346218912961e-13
0.291190634843798,-0.00321456265774288,2873,0,-2.54500000052532e-05,2.90798258911543e-07,-8.35168161448229e-10,9.43462619448275e-13
0.290511493645401,-0.00322930516890798,2873,0,-2.54500000052534e-05,2.90798258849548e-07,-8.35177423214287e-10,9.43463161179237e-13
0.28998252328705,-0.00324370443443723,2873,0,-2.54500000052537e-05,2.90798258789008e-07,-8.35186425756711e-10,9.43463705440704e-13
0.289299876619858,-0.00325749142353667,2873,0,-2.5450000005254e-05,2.90798258732492e-07,-8.35194222310157e-10,9.4346439238028e-13
0.288878729399635,-0.00327108081652528,2873,0,-2.54500000052542e-05,2.90798258676212e-07,-8.3520218209125e-10,9.4346502271228e-13
0.288142286348208,-0.00328394404164493,2873,0,-2.54500000052544e-05,2.90798258625138e-07,-8.35208485708575e-10,9.43465864223443e-13
0.287891564763051,-0.00329685622326535,2873,0,-2.54500000052547e-05,2.90798258572134e-07,-8.35215722316605e-10,9.43466538869797e-13
0.287002175675451,-0.00330877330832222,2873,0,-2.54500000052549e-05,2.90798258526944e-07,-8.35220336930837e-10,9.43467568401107e-13
0.287038703141589,-0.00331764937072397,2927.18667454949,0,-2.54500000052551e-05,2.90798258475663e-07,-8.35227380848404e-10,9.43468214244902e-13
0.289521302412435,-0.00332847454596337,2968.11672060699,0,-2.54500000052554e-05,2.90798258396824e-07,-8.35244706670081e-10,9.43467332548629e-13
0.289843614497623,-0.00333667112235243,3021.12174763777,0,-2.54500000052557e-05,2.90798258350437e-07,-8.35250403736941e-10,9.43468139917349e-13
0.292213235004582,-0.00334646727265787,3062.43293318559,0,-2.54500000052559e-05,2.90798258280659e-07,-8.35264950226404e-10,9.43467616184992e-13
0.292794741228784,-0.00335397092500314,3113.94444419456,0,-2.54500000052561e-05,2.90798258239088e-07,-8.35269390518031e-10,9.43468562105823e-13
0.295061401056759,-0.00336274916750212,3155.22449189329,0,-2.54500000052564e-05,2.90798258178061e-07,-8.35281316333067e-10,9.43468365327598e-13
0.295868963933906,-0.00336954223769799,3204.91955213704,0,-2.54500000052565e-05,2.90798258141278e-07,-8.35284576938471e-10,9.43469427325281e-13
0.298041843147581,-0.00337731734095861,3245.70651623013,0,-2.54500000052568e-05,2.90798258088637e-07,-8.35294068269306e-10,9.43469520934718e-13
0.299037497321988,-0.00338338085896085,3293.25806472383,0,-2.54500000052569e-05,2.90798258056644e-07,-8.35296217401518e-10,9.43470676872614e-13
0.301123208854128,-0.00339017130865748,3333.06362468562,0,-2.54500000052571e-05,2.9079825801198e-07,-8.35303479382051e-10,9.4347102041331e-13
0.302266081300971,-0.0033954881882076,3378.1521001448,0,-2.54500000052572e-05,2.9079825798479e-07,-8.35304580244333e-10,9.43472248542112e-13
0.304267569031936,-0.00340131654638846,3416.49032181513,0,-2.54500000052574e-05,2.90798257947667e-07,-8.35309827079142e-10,9.43472799761315e-13
0.305515859006603,-0.00340587477634494,3458.81995459689,0,-2.54500000052575e-05,2.90798257925281e-07,-8.35309940792996e-10,9.43474079058001e-13
0.307432126719149,-0.00341076840558708,3495.2385896625,0,-2.54500000052576e-05,2.90798257895249e-07,-8.3531338611027e-10,9.43474796160603e-13
0.308745042983486,-0.00341456394028296,3534.55677370927,0,-2.54500000052577e-05,2.90798257877637e-07,-8.35312573481027e-10,9.4347610693063e-13
0.310571724940701,-0.00341855599889937,3568.66729043659,0,-2.54500000052578e-05,2.90798257854241e-07,-8.35314422275712e-10,9.43476950693908e-13
0.311911289727141,-0.00342159506309563,3604.78401223077,0,-2.54500000052579e-05,2.90798257841329e-07,-8.35312744628598e-10,9.4347827530088e-13
0.313641881357487,-0.00342472552503716,3636.28627540828,0,-2.5450000005258e-05,2.90798257824108e-07,-8.35313187733068e-10,9.4347921077263e-13
0.314974494442904,-0.00342702608136979,3669.08987639522,0,-2.54500000052581e-05,2.90798257815765e-07,-8.35310707289437e-10,9.43480534299526e-13
0.316601923540278,-0.0034293424507142,3697.78799559108,0,-2.54500000052581e-05,2.90798257804254e-07,-8.3530991869109e-10,9.43481531884104e-13
0.317899560040491,-0.00343093464505007,3727.25396888135,0,-2.54500000052582e-05,2.9079825780029e-07,-8.35306698891269e-10,9.43482842546033e-13
0.319417733456823,-0.00343249205699343,3753.06132293179,0,-2.54500000052582e-05,2.90798257794014e-07,-8.35304835570871e-10,9.43483878408752e-13
0.320658657735113,-0.00343341757182962,3779.25232461683,0,-2.54500000052582e-05,2.90798257794176e-07,-8.35300941479383e-10,9.43485167619764e-13
0.322063673672396,-0.00343427809887181,3802.18579144808,0,-2.54500000052582e-05,2.9079825779265e-07,-8.35298144964215e-10,9.43486223474825e-13
0.323232605146469,-0.00343458849748544,3825.24304946558,0,-2.54500000052582e-05,2.90798257796631e-07,-8.3529364361152e-10,9.43487485579676e-13
0.32452344964453,-0.00343481966809341,3845.40841168868,0,-2.54500000052582e-05,2.90798257799361e-07,-8.35290042262265e-10,9.43488548029089e-13
0.325611202017326,-0.00343457396652946,3865.53651050072,0,-2.54500000052582e-05,2.90798257806807e-07,-8.35285002651521e-10,9.43489779797569e-13
0.326789899680961,-0.00343424668657623,3883.1082859989,0,-2.54500000052582e-05,2.90798257813294e-07,-8.35280713843091e-10,9.43490839431258e-13
0.327792601013281,-0.00343350849933574,3900.55633041301,0,-2.54500000052582e-05,2.9079825782382e-07,-8.35275206421652e-10,9.43492039449144e-13
0.328863914096272,-0.00343269468345611,3915.75561223668,0,-2.54500000052582e-05,2.9079825783357e-07,-8.35270338119665e-10,9.43493089899055e-13
0.329781969822522,-0.00343152931881351,3930.79786238332,0,-2.54500000052581e-05,2.90798257846774e-07,-8.35264433702408e-10,9.43494257976637e-13
0.330752806973073,-0.00343029956196501,3943.87124461854,0,-2.54500000052581e-05,2.90798257859309e-07,-8.35259085308952e-10,9.43495295061536e-13
0.331589777647181,-0.00342877139224728,3956.7896764669,0,-2.54500000052581e-05,2.90798257874791e-07,-8.35252853622445e-10,9.434964317385e-13
0.332468481948645,-0.00342719295278353,3967.99134730005,0,-2.5450000005258e-05,2.90798257889654e-07,-8.35247116234524e-10,9.43497452769976e-13
0.333230018757691,-0.00342536328023859,3979.06161937659,0,-2.5450000005258e-05,2.90798257907025e-07,-8.35240624345028e-10,9.43498558948602e-13
0.334025671991352,-0.00342349854125742,3988.63961680779,0,-2.54500000052579e-05,2.90798257923794e-07,-8.35234580687965e-10,9.43499562213986e-13
0.334718604094426,-0.00342142405956866,3998.12097364681,0,-2.54500000052579e-05,2.90798257942692e-07,-8.35227891568102e-10,9.43500638917003e-13
0.335440434276254,-0.00341932952528078,4006.30770584796,0,-2.54500000052578e-05,2.90798257960983e-07,-8.35221615858894e-10,9.43501623320621e-13
0.33607205142252,-0.00341706137257265,4014.43663602462,0,-2.54500000052577e-05,2.90798257981075e-07,-8.3521478727151e-10,9.43502671550614e-13
0.336728982740832,-0.00341478716896692,4021.44318649889,0,-2.54500000052577e-05,2.90798258000545e-07,-8.35208345190862e-10,9.43503636379803e-13
0.337306516471571,-0.00341237049732147,4028.43023817269,0,-2.54500000052576e-05,2.90798258021536e-07,-8.35201428971238e-10,9.43504657051309e-13
0.337906864954274,-0.00340996029274117,4034.44369566713,0,-2.54500000052575e-05,2.90798258041885e-07,-8.35194877831209e-10,9.43505601832007e-13
0.338437146300284,-0.00340743424399026,4040.47269416663,0,-2.54500000052575e-05,2.90798258063515e-07,-8.35187919565052e-10,9.43506595749951e-13
0.338988443182266,-0.00340492548346123,4045.65569228891,0,-2.54500000052574e-05,2.90798258084485e-07,-8.35181308684364e-10,9.43507520161913e-13
0.339477702888235,-0.00340232345422716,4050.88462031905,0,-2.54500000052573e-05,2.90798258106531e-07,-8.35174347724609e-10,9.43508488026089e-13
0.339986618410074,-0.0033997478028589,4055.37635193222,0,-2.54500000052572e-05,2.90798258127902e-07,-8.35167718977061e-10,9.43509391855258e-13
0.340440393583132,-0.00339709789317094,4059.93926265968,0,-2.54500000052572e-05,2.90798258150176e-07,-8.35160788717556e-10,9.43510334277027e-13
0.340912732889651,-0.00339448179880676,4063.85737497272,0,-2.54500000052571e-05,2.90798258171763e-07,-8.35154177198572e-10,9.43511217389647e-13
0.341335847535017,-0.00339180735870251,4067.86685117425,0,-2.5450000005257e-05,2.90798258194108e-07,-8.35147305519904e-10,9.43512134912362e-13
0.341776593753392,-0.00338917266415762,4071.30977949331,0,-2.54500000052569e-05,2.90798258215759e-07,-8.35140740274128e-10,9.4351299724098e-13
0.342173186728458,-0.00338649287473283,4074.85959133085,0,-2.54500000052569e-05,2.90798258238044e-07,-8.35133950087092e-10,9.4351389035954e-13
0.342586571483807,-0.00338385743013713,4077.90902574108,0,-2.54500000052568e-05,2.90798258259635e-07,-8.35127454848171e-10,9.43514731895024e-13
